1,4
1,12
2,4
2,12
3,4
3,12
4,10
5,10
6,3
6,10
7,11
8,11
9,11
10,7
11,7
12,3
12,7
13,4
13,7
14,4
14,7
15,4
15,7
16,3
16,1
17,3
17,1
18,3
18,1
19,1
20,1
21,3
21,1
22,3
22,1
23,4
24,4
25,13
26,13
27,5
28,5
29,4
30,4
31,5
31,4
32,4
33,4
34,5
34,4
35,18
36,18
37,10
38,10
39,18
39,1
40,18
40,1
41,3
41,4
42,3
42,4
43,4
43,12
44,4
44,12
45,4
45,12
46,12
46,7
47,12
47,7
48,4
48,7
49,4
49,7
50,5
51,5
52,1
53,1
54,11
55,11
56,2
57,2
58,10
59,10
60,11
61,11
62,2
62,11
63,14
64,14
65,14
66,2
67,2
68,2
69,4
69,12
70,4
70,12
71,4
71,12
72,4
72,11
73,4
73,11
74,5
74,6
75,5
75,6
76,5
76,6
77,10
78,10
79,14
79,11
80,14
80,11
81,9
81,13
82,9
82,13
83,3
83,1
84,3
84,1
85,3
85,1
86,11
87,15
87,11
88,4
89,4
90,11
91,15
91,11
92,4
92,8
93,4
93,8
94,4
94,8
95,5
95,6
96,14
97,14
98,11
99,11
100,13
101,13
102,14
102,12
103,14
103,12
104,5
105,5
106,2
107,2
108,1
109,4
110,4
111,6
111,5
112,6
112,5
113,1
114,12
115,1
116,11
117,11
118,11
119,11
120,11
121,14
121,11
122,18
122,14
123,3
123,7
124,14
124,15
125,13
126,10
127,7
128,1
129,11
130,3
130,11
131,15
131,11
132,1
133,1
134,11
135,13
136,10
137,1
138,11
138,6
139,11
139,6
140,11
140,6
141,11
141,6
142,3
142,6
143,1
144,3
144,15
145,3
145,13
146,3
146,10
147,16
148,16
149,3
149,16
150,14
151,14
152,12
153,12
154,12
155,10
156,10
157,10
158,11
159,11
160,11
161,1
162,1
163,3
163,1
164,3
164,1
165,3
165,7
166,3
166,7
167,4
167,7
168,4
168,7
169,3
169,4
170,13
170,11
171,13
171,11
172,13
173,18
174,18
174,1
175,18
176,3
176,18
177,3
177,14
178,3
178,14
179,13
180,13
181,13
182,12
183,18
183,11
184,18
184,11
185,6
186,11
187,3
187,12
188,3
188,12
189,3
189,12
190,1
191,12
192,12
193,3
193,7
194,5
194,11
195,5
195,11
196,14
197,17
198,3
198,17
199,14
199,11
200,8
201,14
202,14
203,14
203,1
204,7
205,9
205,7
206,1
207,3
207,5
208,5
208,9
209,18
210,18
211,4
211,11
212,9
212,7
213,6
213,7
214,2
214,7
215,15
215,17
216,1
217,1
218,10
219,6
219,10
220,5
220,15
221,5
221,15
222,6
222,11
223,11
224,11
225,3
225,15
226,3
226,11
227,3
227,9
228,10
228,17
229,10
229,17
230,16
230,11
231,5
232,5
233,1
234,1
235,1
236,2
237,2
238,14
238,15
239,13
240,10
241,1
242,1
243,13
244,10
245,11
246,5
246,6
247,5
247,6
248,17
248,6
249,3
249,14
250,3
250,10
251,12
251,14
252,12
253,12
254,12
255,10
256,2
256,10
257,2
257,10
258,11
259,5
259,11
260,5
260,11
261,17
262,17
263,1
264,1
265,7
266,7
267,3
267,7
268,7
269,4
269,7
270,12
270,11
271,12
271,11
272,12
272,11
273,12
274,17
274,12
275,17
275,12
276,3
276,1
277,3
277,1
278,3
278,11
279,3
279,11
280,18
280,14
281,18
281,14
282,18
282,14
283,11
283,7
284,3
284,7
285,12
286,2
286,12
287,1
288,1
289,1
290,5
290,7
291,3
291,7
292,8
292,7
293,1
294,1
295,1
296,2
297,2
298,18
298,1
299,6
300,1
301,1
302,8
302,17
303,18
303,9
304,6
304,9
305,6
305,9
306,6
306,9
307,14
307,2
308,14
308,2
309,13
310,13
311,13
312,13
313,7
314,7
315,4
315,12
316,4
317,4
318,17
318,11
319,17
319,11
320,11
321,11
322,5
322,10
323,5
323,10
324,10
325,14
326,14
327,1
328,5
329,16
329,5
330,16
330,5
331,12
332,17
332,12
333,3
333,1
334,3
334,16
335,1
336,4
337,14
337,6
338,14
338,6
339,5
339,11
340,5
340,11
341,11
342,17
342,11
343,14
343,5
344,14
344,5
345,12
345,6
346,12
346,6
347,7
347,6
348,7
348,6
349,11
350,11
351,1
352,1
353,8
354,8
355,8
356,8
357,3
357,12
358,14
359,17
360,14
361,15
362,15
363,11
363,15
364,11
364,15
365,11
365,15
366,11
367,11
368,11
369,6
369,11
370,11
371,16
372,16
373,3
373,16
374,14
374,9
375,14
375,9
376,14
376,9
377,6
378,15
379,9
380,14
380,16
381,14
381,16
382,11
383,5
384,3
384,16
385,14
385,9
386,14
387,12
388,12
389,5
389,12
390,10
391,2
391,10
392,2
392,10
393,11
394,11
395,9
395,11
396,3
396,1
397,3
397,1
398,3
398,1
399,1
400,11
400,1
401,7
402,7
403,13
404,13
405,13
406,4
406,12
407,4
407,12
408,6
409,6
410,9
410,6
411,9
411,6
412,7
413,12
413,7
414,3
414,7
415,3
415,7
416,3
416,7
417,13
418,11
419,11
420,12
421,12
422,11
423,5
423,11
424,1
425,3
425,8
426,3
426,8
427,1
428,1
429,8
430,3
430,17
431,1
432,1
433,14
434,17
434,4
435,17
435,4
436,14
436,9
437,14
437,9
438,6
439,18
439,14
440,1
441,3
441,1
442,17
442,8
443,5
443,16
444,5
444,16
445,5
445,16
446,1
447,2
448,9
448,2
449,5
450,5
451,7
451,4
452,17
452,4
453,2
453,4
454,2
454,4
455,12
456,11
457,11
458,3
458,11
459,15
459,12
460,15
460,12
461,15
461,17
462,9
462,13
463,1
464,6
464,5
465,12
466,13
467,10
468,3
468,18
469,3
469,7
470,12
471,15
472,3
472,5
473,5
473,15
474,1
475,2
475,14
476,9
476,6
477,8
478,8
478,15
479,8
479,13
480,14
481,14
482,14
483,16
483,9
484,16
484,11
485,9
485,10
486,1
487,16
487,8
488,14
489,11
490,11
491,17
492,12
493,1
494,10
494,14
495,12
496,12
497,12
498,10
499,2
499,10
500,2
500,10
501,11
502,11
503,11
504,1
505,1
506,1
507,1
508,1
509,17
510,17
511,12
512,12
513,10
514,10
515,11
516,11
517,14
518,14
519,3
519,1
520,3
520,1
521,3
521,1
522,13
523,13
524,6
525,6
526,6
527,3
527,14
528,3
528,14
529,5
530,9
530,5
531,1
532,2
533,2
534,2
535,11
536,5
536,11
537,5
537,11
538,2
539,2
540,12
540,7
541,12
541,7
542,12
542,7
543,4
543,7
544,4
544,7
545,4
545,7
546,18
546,12
547,18
547,12
548,12
549,12
550,11
551,17
551,5
552,17
552,5
553,17
553,5
554,10
555,10
556,12
557,6
557,7
558,6
558,7
559,2
559,17
560,2
560,17
561,3
561,14
562,8
563,8
564,6
564,11
565,6
565,11
566,3
566,6
567,3
567,6
568,4
569,4
570,17
571,17
572,1
573,1
574,14
575,14
576,14
577,14
578,14
579,14
580,3
580,11
581,3
581,11
582,15
583,15
584,15
585,12
585,1
586,12
586,1
587,3
587,13
588,7
589,9
589,7
590,4
590,12
591,4
591,12
592,8
592,11
593,8
593,11
594,11
595,13
595,7
596,13
596,7
597,9
597,12
598,9
598,12
599,9
600,9
601,9
602,13
603,13
604,13
605,14
606,14
607,10
607,8
608,10
608,8
609,10
609,8
610,16
611,16
612,16
613,15
614,15
615,15
616,7
617,7
618,13
618,5
619,2
620,2
621,16
622,8
622,5
623,8
623,5
624,9
624,17
625,9
625,17
626,1
627,3
627,1
628,3
628,1
629,3
629,17
630,3
630,17
631,10
632,9
632,7
633,16
633,17
634,16
634,17
635,16
635,17
636,10
636,7
637,10
637,7
638,2
638,9
639,2
639,6
640,2
640,12
641,3
642,3
642,13
643,10
643,16
644,13
644,16
645,3
645,5
646,15
646,16
647,2
647,11
648,14
648,1
649,9
649,7
650,12
651,12
652,2
652,12
653,10
654,10
655,14
655,10
656,11
657,11
658,17
658,11
659,1
660,5
660,1
661,3
661,1
662,3
662,10
663,3
663,10
664,7
665,7
666,3
666,7
667,1
667,10
668,1
668,10
669,18
670,18
671,18
672,12
673,12
674,2
675,17
675,2
676,1
677,14
678,14
679,8
679,9
680,8
680,9
681,8
681,9
682,18
683,18
684,18
685,18
686,14
686,17
687,14
687,17
688,11
688,6
689,11
689,6
690,11
690,4
691,16
691,4
692,11
693,11
694,1
694,13
695,1
695,13
696,16
696,6
697,16
697,6
698,15
698,6
699,15
699,6
700,18
701,3
701,2
702,18
702,13
703,18
703,6
704,16
705,16
706,16
707,18
707,9
708,12
708,8
709,12
709,8
710,12
710,8
711,12
711,8
712,15
713,15
714,16
714,3
715,16
715,3
716,18
717,3
717,17
718,5
718,16
719,18
719,6
720,8
720,14
721,11
721,10
722,3
722,12
723,3
723,12
724,8
724,12
725,10
726,10
727,17
727,10
728,11
729,11
730,18
730,11
731,3
731,1
732,3
732,1
733,3
733,1
734,1
735,1
736,7
737,13
737,7
738,13
738,7
739,2
740,15
740,2
741,3
741,10
742,18
742,7
743,18
743,7
744,6
745,6
746,11
747,11
747,4
748,11
748,4
749,5
750,5
751,7
751,11
752,7
752,11
753,12
754,12
755,18
755,12
756,18
756,12
757,10
757,4
758,10
758,4
759,2
759,1
760,2
760,1
761,12
762,12
763,12
764,18
765,14
765,1
766,2
767,11
767,7
768,11
768,7
769,5
769,8
770,5
770,8
771,11
772,1
773,1
774,3
774,6
775,1
776,16
776,10
777,9
777,13
778,18
778,8
779,14
779,11
780,16
780,1
781,12
781,8
782,16
783,2
783,16
784,2
784,16
785,18
785,13
786,18
786,14
787,18
787,12
788,18
788,11
789,14
790,14
791,9
791,14
792,8
792,14
793,4
793,6
794,2
794,7
795,2
795,7
796,13
797,3
797,9
798,9
798,12
799,16
799,17
800,14
801,18
801,9
802,8
802,2
803,4
804,16
804,4
805,9
805,6
806,8
806,10
807,13
