1,1
2,2
3,1
4,1
5,1
6,1
7,10
8,15
9,13
10,1
11,1
12,1
13,1
14,1
15,1
16,3
17,3
18,1
19,3
20,1
21,1
22,12
23,1
24,2
25,1
26,2
27,2
28,5
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,4
41,7
42,7
43,1
44,17
45,1
46,1
47,1
48,1
49,1
50,1
51,4
52,10
53,10
54,15
55,11
56,11
57,11
58,15
59,15
60,14
61,11
62,15
63,1
64,3
65,3
66,2
67,2
68,2
69,2
70,1
71,12
72,12
73,12
74,1
75,12
76,12
77,4
78,12
79,12
80,12
81,7
82,16
83,10
84,13
85,13
86,13
87,13
88,6
89,5
90,5
91,5
92,4
93,14
94,14
95,14
96,14
97,14
98,1
99,1
100,14
101,8
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,8
110,11
111,1
112,14
113,14
114,15
115,14
116,1
117,1
118,1
119,3
120,1
121,1
122,8
123,4
124,4
125,5
126,10
127,11
128,11
129,1
130,1
131,1
132,1
133,14
134,14
135,1
136,2
137,1
138,14
139,4
140,1
141,7
142,1
143,3
144,1
145,11
146,1
147,12
148,1
149,14
150,1
151,4
152,11
153,1
154,1
155,5
156,14
157,6
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,2
168,17
169,7
170,1
171,8
172,10
173,1
174,8
175,1
176,1
177,3
178,12
179,2
180,8
181,15
182,1
183,2
184,1
185,17
186,18
187,1
188,4
189,5
190,11
191,5
192,13
193,1
194,8
195,1
196,15
197,2
198,5
199,1
200,16
201,6
202,12
203,1
204,18
205,6
206,1
207,1
208,1
209,13
210,7
211,9
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,10
222,5
223,2
224,7
225,16
226,1
227,1
228,17
229,1
230,1
231,9
232,9
233,2
234,1
235,12
236,18
237,1
238,2
239,16
240,11
241,10
242,17
243,14
244,1
245,1
246,6
247,8
248,14
249,2
250,11
251,17
252,1
253,1
254,1
255,1
256,1
257,10
258,15
259,17
260,17
261,10
262,17
263,1
264,2
265,1
266,1
267,1
268,13
269,17
270,1
271,14
272,14
273,1
274,1
275,12
276,2
277,14
278,1
279,2
280,2
281,1
282,17
283,1
284,10
285,14
286,14
287,1
288,8
289,17
290,1
291,11
292,2
293,1
294,7
295,14
296,14
297,3
298,1
299,10
300,5
301,15
302,12
303,1
304,1
305,4
306,1
307,10
308,11
309,9
310,8
311,1
312,12
313,17
314,3
315,10
316,1
317,6
318,7
319,9
320,12
321,1
322,14
323,11
324,7
325,8
326,14
327,2
328,5
329,15
330,11
331,12
332,3
333,15
334,9
335,1
336,1
337,16
338,12
339,2
340,3
341,5
342,4
343,1
344,13
345,12
346,11
347,14
348,12
349,16
350,6
351,13
352,11
353,9
354,14
355,3
356,14
357,14
358,2
359,2
360,9
361,14
362,11
363,1
364,1
365,3
366,3
367,1
368,9
369,7
370,2
371,17
372,17
373,17
374,17
375,14
376,1
377,14
378,1
379,14
380,4
381,1
382,1
383,1
384,14
385,14
386,17
387,1
388,12
389,17
390,4
391,14
392,11
393,13
394,10
395,2
396,2
397,6
398,4
399,17
400,17
401,11
402,12
403,3
404,7
405,7
406,16
407,16
408,6
409,2
410,2
411,2
412,12
413,3
414,5
415,17
416,1
417,17
418,9
419,15
420,15
421,8
422,13
423,15
424,10
425,8
426,5
427,14
428,14
429,9
430,9
431,1
432,3
433,14
434,16
435,13
436,10
437,12
438,12
439,6
440,4
441,4
442,9
443,9
444,6
445,1
446,6
447,12
448,3
449,1
450,7
451,13
452,12
453,11
454,7
455,7
456,7
457,6
458,1
459,16
460,16
461,14
462,1
463,10
464,17
465,12
466,8
467,8
468,17
469,6
470,14
471,14
472,14
473,14
474,4
475,9
476,7
477,14
478,14
479,6
480,2
481,10
482,4
483,7
484,9
485,14
486,13
487,11
488,10
489,4
490,2
491,4
492,17
493,1
494,1
495,1
496,1
497,1
498,1
499,4
500,14
501,2
502,14
503,11
504,1
505,14
506,8
507,3
508,9
509,2
510,10
511,17
512,3
513,1
514,1
515,2
516,1
517,10
518,11
519,10
520,12
521,13
522,7
523,5
524,15
525,16
526,1
527,13
528,13
529,5
530,16
531,14
532,12
533,2
534,11
535,10
536,12
537,7
538,12
539,17
540,14
541,1
542,3
543,1
544,9
545,10
546,1
547,1
548,2
549,15
550,13
551,10
552,10
553,15
554,15
555,17
556,15
557,10
558,10
559,13
560,2
561,2
562,4
563,5
564,7
565,7
566,8
