1,1,3,Der Kolumbusfalter,01.01.1997,250,1978
2,1,1,Der Kolumbusfalter,01.10.1967,250,3829
3,1,2,Der Kolumbusfalter,01.01.1990,250,3830
4,2,3,"""Hallo...Hier Micky!""",01.01.1997,250,1976
5,2,1,"""Hallo...Hier Micky!""",01.01.1968,250,3831
6,2,2,"""Hallo...Hier Micky!""",01.01.1990,250,3832
7,3,3,Onkel Dagoberts Millionen,01.01.1997,250,1970
8,3,1,Onkel Dagoberts Millionen,01.01.1968,250,3833
9,3,2,Onkel Dagoberts Millionen,01.01.1990,250,3834
10,4,3,"Donald, der König des Wilden Westens!",01.01.1997,250,1971
11,4,1,"Donald, der König des Wilden Westens!",01.01.1968,250,3835
12,4,2,"Donald, der König des Wilden Westens!",01.01.1990,250,3836
13,5,3,Onkel Dagobert bleibt Sieger,01.01.1997,249,1975
14,5,1,Onkel Dagobert bleibt Sieger,01.01.1968,249,3838
15,5,2,Onkel Dagobert bleibt Sieger,01.01.1990,249,3839
16,6,3,Micky-Parade,01.01.1997,250,1974
17,6,1,Micky-Parade,01.01.1968,250,3840
18,6,2,Micky-Parade,01.01.1990,250,3841
19,7,2,Donald in 1000 Nöten,01.01.1990,249,3843
20,7,3,Donald in 1000 Nöten,01.01.1997,249,1973
21,7,1,Donald in 1000 Nöten,22.05.1969,249,3842
22,8,3,Donald gibt nicht auf,01.01.1997,250,1977
23,8,1,Donald gibt nicht auf,01.01.1969,250,3844
24,8,2,Donald gibt nicht auf,01.01.1990,250,3845
25,9,3,Micky ist der Größte,01.01.1997,250,1972
26,9,1,Micky ist der Größte,01.01.1969,250,3846
27,9,2,Micky ist der Größte,01.01.1990,250,3847
28,10,3,Mit Onkel Dagobert auf Weltreise,01.01.1997,250,1979
29,10,1,Mit Onkel Dagobert auf Weltreise,22.12.1969,250,3849
30,10,2,Mit Onkel Dagobert auf Weltreise,01.01.1990,250,3850
31,11,3,Hexenzauber mit Micky und Goofy,01.01.1997,250,1980
32,11,1,Hexenzauber mit Micky und Goofy,01.01.1970,250,3851
33,11,2,Hexenzauber mit Micky und Goofy,01.01.1990,250,3852
34,12,3,Donald in Hypnose,01.01.1997,250,2055
35,12,1,Donald in Hypnose,01.01.1970,250,3853
36,12,2,Donald in Hypnose,01.01.1990,250,3854
37,13,3,Micky in Gefahr!,01.01.1997,250,2056
38,13,1,Micky in Gefahr!,01.01.1970,250,3855
39,13,2,Micky in Gefahr!,01.01.1990,250,3856
40,14,3,Donald sucht Streit,01.01.1997,250,2057
41,14,1,Donald sucht Streit,01.01.1970,250,3857
42,14,2,Donald sucht Streit,01.01.1990,250,3858
43,15,3,Abenteuer mit Micky und Goofy,01.01.1997,250,2058
44,15,1,Abenteuer mit Micky und Goofy,01.01.1971,250,3859
45,15,2,Abenteuer mit Micky und Goofy,01.01.1990,250,3860
46,16,3,Donald in 1000 und einer Nacht,01.01.1997,250,2059
47,16,1,Donald in 1000 und einer Nacht,01.01.1971,250,3861
48,16,2,Donald in 1000 und einer Nacht,01.01.1990,250,3862
49,17,3,Micky und Minni,01.01.1997,250,2060
50,17,1,Micky und Minni,01.01.1971,250,4045
51,17,2,Micky und Minni,01.01.1990,250,4046
52,18,3,Donald ist unschlagbar,01.01.1997,250,2061
53,18,1,Donald ist unschlagbar,01.01.1971,250,4047
54,18,2,Donald ist unschlagbar,01.01.1990,250,4048
55,19,3,Pech für die Panzerknacker,01.01.1997,250,2062
56,19,1,Pech für die Panzerknacker,01.01.1972,250,4049
57,19,2,Pech für die Panzerknacker,01.01.1990,250,4050
58,20,3,Onkel Dagobert sieht rot,01.01.1997,250,2063
59,20,1,Onkel Dagobert sieht rot,26.05.1972,250,4051
60,20,2,Onkel Dagobert sieht rot,01.01.1990,250,4052
61,21,3,7:0 für Onkel Dagobert,01.01.1998,250,2064
62,21,1,7:0 für Onkel Dagobert,08.08.1972,250,4053
63,21,2,7:0 für Onkel Dagobert,01.01.1991,250,4054
64,22,3,Donald auf großer Fahrt,01.01.1998,250,2065
65,22,1,Donald auf großer Fahrt,13.12.1972,250,4055
66,22,2,Donald auf großer Fahrt,01.01.1991,250,4056
67,23,3,Ritter Donald ist der Beste,01.01.1998,250,2066
68,23,1,Ritter Donald ist der Beste,01.01.1973,250,4057
69,23,2,Ritter Donald ist der Beste,01.01.1991,250,4058
70,24,3,Donald geht ein Licht auf,01.01.1998,250,2067
71,24,1,Donald geht ein Licht auf,21.05.1973,250,4059
72,24,2,Donald geht ein Licht auf,01.01.1991,250,4060
73,25,3,"Tick, Trick und Track räumen auf",01.01.1998,250,2068
74,25,1,"Tick, Trick und Track räumen auf",02.08.1973,250,4061
75,25,2,"Tick, Trick und Track räumen auf",01.01.1991,250,4062
76,26,3,Onkel Dagobert schafft's allein,01.01.1998,250,2069
77,26,1,Onkel Dagobert schafft's allein,12.11.1973,250,4063
78,26,2,Onkel Dagobert schafft's allein,01.01.1991,250,4064
79,27,3,Donald der Große,01.01.1998,250,2070
80,27,1,Donald der Große,18.02.1974,250,4065
81,27,2,Donald der Große,01.01.1991,250,4066
82,28,3,"Wer wagt, gewinnt",01.01.1998,250,2071
83,28,1,"Wer wagt, gewinnt",06.05.1974,250,4067
84,28,2,"Wer wagt, gewinnt",01.01.1991,250,4068
85,29,3,"Micky, der Westernheld",01.01.1998,250,2072
86,29,1,"Micky, der Westernheld",01.07.1974,250,4069
87,29,2,"Micky, der Westernheld",01.01.1991,250,4070
88,30,3,Hier geht's rund,01.01.1998,250,2073
89,30,1,Hier geht's rund,09.09.1974,250,4071
90,30,2,Hier geht's rund,01.01.1991,250,4072
91,31,3,Unverhofft kommt oft,01.01.1998,250,2074
92,31,1,Unverhofft kommt oft,04.11.1974,250,4073
93,31,2,Unverhofft kommt oft,01.01.1991,250,4074
94,32,3,Donald im Glück,01.01.1998,250,2075
95,32,1,Donald im Glück,10.02.1975,250,4075
96,32,2,Donald im Glück,01.01.1991,250,4076
97,33,3,Ein Milliardär hat's schwer,01.01.1998,250,2076
98,33,1,Ein Milliardär hat's schwer,14.04.1975,250,3781
99,33,2,Ein Milliardär hat's schwer,01.01.1991,250,3782
100,34,3,Supermicky,01.01.1998,250,2077
101,34,1,Supermicky,01.05.1975,250,3783
102,34,2,Supermicky,01.01.1991,250,3784
103,35,3,Aus Onkel Donalds Memoiren,01.01.1998,250,2078
104,35,1,Aus Onkel Donalds Memoiren,11.08.1975,250,3785
105,35,2,Aus Onkel Donalds Memoiren,01.01.1991,250,3786
106,36,2,Onkel Donald auf heißer Spur,01.01.1991,251,3788
107,36,3,Onkel Donald auf heißer Spur,01.01.1998,251,2079
108,36,1,Onkel Donald auf heißer Spur,13.10.1975,251,3787
109,37,3,Ehrlich spart am längsten,01.01.1998,250,2080
110,37,1,Ehrlich spart am längsten,24.11.1975,250,3789
111,37,2,Ehrlich spart am längsten,01.01.1991,250,3790
112,38,3,Donald hier - Donald da...,01.01.1998,250,2081
113,38,1,Donald hier - Donald da...,09.02.1976,250,3791
114,38,2,Donald hier - Donald da...,01.01.1991,250,3792
115,39,3,"Eins, zwei, drei - große Hexerei",01.01.1998,250,2082
116,39,1,"Eins, zwei, drei - große Hexerei",12.04.1976,250,3793
117,39,2,"Eins, zwei, drei - große Hexerei",01.01.1991,250,3794
118,40,3,Auf geht's Micky!,01.01.1998,250,2083
119,40,1,Auf geht's Micky!,14.06.1976,250,3795
120,40,2,Auf geht's Micky!,01.01.1991,250,3796
121,41,3,Donald mal ganz anders,01.01.1998,250,2084
122,41,1,Donald mal ganz anders,09.08.1976,250,3797
123,41,2,Donald mal ganz anders,01.01.1992,250,3798
124,42,3,Micky denkt am schnellsten,01.01.1998,250,2085
125,42,1,Micky denkt am schnellsten,01.10.1976,250,3799
126,42,2,Micky denkt am schnellsten,01.01.1992,250,3800
127,43,3,Unterwegs in Sachen Gold,01.01.1998,250,2086
128,43,1,Unterwegs in Sachen Gold,22.11.1976,250,3801
129,43,2,Unterwegs in Sachen Gold,01.01.1992,250,3802
130,44,3,Phantomias fliegt wieder,01.01.1998,250,2087
131,44,1,Phantomias fliegt wieder,01.01.1977,250,3803
132,44,2,Phantomias fliegt wieder,01.01.1992,250,3804
133,45,3,Bahn frei für Donald,01.01.1998,250,2088
134,45,1,Bahn frei für Donald,01.01.1977,250,3805
135,45,2,Bahn frei für Donald,01.01.1992,250,3806
136,46,3,Micky hat den Bogen raus,01.01.1998,250,2089
137,46,1,Micky hat den Bogen raus,01.01.1977,250,3807
138,46,2,Micky hat den Bogen raus,01.01.1992,250,3808
139,47,3,"Hoppla, die Ducks kommen!",01.01.1998,250,2090
140,47,1,"Hoppla, die Ducks kommen!",01.06.1977,250,3809
141,47,2,"Hoppla, die Ducks kommen!",01.01.1992,250,3810
142,48,2,Volltreffer für Micky,01.01.1992,250,3812
143,48,3,Volltreffer für Micky,01.01.1998,250,2091
144,48,1,Volltreffer für Micky,11.07.1977,250,3811
145,49,3,Ohne Fleiß kein Preis,01.01.1998,250,2092
146,49,1,Ohne Fleiß kein Preis,12.09.1977,250,4013
147,49,2,Ohne Fleiß kein Preis,01.01.1992,250,4014
148,50,3,Dagobert gewinnt immer,01.01.1998,249,2093
149,50,1,Dagobert gewinnt immer,14.11.1977,249,4015
150,50,2,Dagobert gewinnt immer,01.01.1992,249,4016
151,51,3,"Kopf hoch, Donald!",01.01.1998,250,2094
152,51,1,"Kopf hoch, Donald!",09.01.1978,250,4017
153,51,2,"Kopf hoch, Donald!",01.01.1992,250,4018
154,52,3,Micky immer auf Achse,01.01.1998,250,2095
155,52,1,Micky immer auf Achse,01.01.1978,250,4019
156,52,2,Micky immer auf Achse,01.01.1992,250,4020
157,53,3,"Dagobert, der Milliardenakrobat",01.01.1998,251,2096
158,53,1,"Dagobert, der Milliardenakrobat",24.04.1978,251,4021
159,53,2,"Dagobert, der Milliardenakrobat",01.01.1992,251,4022
160,54,3,"Micky, der Meisterdetektiv",01.01.1998,250,2097
161,54,1,"Micky, der Meisterdetektiv",05.06.1978,250,4023
162,54,2,"Micky, der Meisterdetektiv",01.01.1992,250,4024
163,55,3,Dagobert macht Geschichten,01.01.1998,250,2098
164,55,1,Dagobert macht Geschichten,10.07.1978,250,4025
165,55,2,Dagobert macht Geschichten,01.01.1992,250,4026
166,56,3,Achtung-Fertig-Los!,01.01.1998,250,2099
167,56,1,Achtung-Fertig-Los!,11.09.1978,250,4027
168,56,2,Achtung-Fertig-Los!,01.01.1992,250,4028
169,57,3,Phantomias gegen Phantomime,01.01.1998,250,2100
170,57,1,Phantomias gegen Phantomime,23.11.1978,250,4029
171,57,2,Phantomias gegen Phantomime,01.01.1992,250,4030
172,58,3,"Donald, der Held des Tages",01.01.1998,248,2101
173,58,1,"Donald, der Held des Tages",08.01.1979,248,4031
174,58,2,"Donald, der Held des Tages",01.01.1992,248,4032
175,59,3,Frisch erzählt ist halb gewonnen,01.01.1998,250,2102
176,59,1,Frisch erzählt ist halb gewonnen,12.03.1979,250,4033
177,59,2,Frisch erzählt ist halb gewonnen,01.01.1992,250,4034
178,60,2,Donald ohne Furcht und Tadel,01.01.1992,249,4036
179,60,3,Donald ohne Furcht und Tadel,01.01.1998,249,2103
180,60,1,Donald ohne Furcht und Tadel,07.05.1979,249,4035
181,61,3,Ohne Donald geht es nicht,01.01.1998,252,2104
182,61,1,Ohne Donald geht es nicht,11.06.1979,252,4037
183,61,2,Ohne Donald geht es nicht,01.01.1988,252,4038
184,62,3,Micky auf Gespensterjagd,01.01.1998,250,2105
185,62,1,Micky auf Gespensterjagd,09.07.1979,250,4039
186,62,2,Micky auf Gespensterjagd,01.01.1988,250,4040
187,63,2,"Micky, der rasende Reporter",01.01.1988,250,4042
188,63,3,"Micky, der rasende Reporter",01.01.1998,250,2106
189,63,1,"Micky, der rasende Reporter",10.09.1979,250,4041
190,64,3,Onkel Dagoberts Traumreisen,01.01.1998,250,2107
191,64,1,Onkel Dagoberts Traumreisen,12.11.1979,250,4043
192,64,2,Onkel Dagoberts Traumreisen,01.01.1988,250,4044
193,65,3,Spaß mit Micky und Minni,01.01.1998,250,2108
194,65,1,Spaß mit Micky und Minni,14.01.1980,250,3748
195,65,2,Spaß mit Micky und Minni,01.01.1988,250,3749
196,66,2,Donald dreht durch,01.01.1988,250,3751
197,66,3,Donald dreht durch,01.01.1998,250,2109
198,66,1,Donald dreht durch,10.03.1980,250,3750
199,67,3,Micky Maus - Superstar,01.01.1998,250,2110
200,67,1,Micky Maus - Superstar,12.05.1980,250,3752
201,67,2,Micky Maus - Superstar,01.01.1988,250,3753
202,68,3,"Alles Gute, Donald!",01.01.1998,250,2111
203,68,1,"Alles Gute, Donald!",09.06.1980,250,3754
204,68,2,"Alles Gute, Donald!",01.01.1988,250,3755
205,69,3,Dagoberts große Schau,01.01.1998,250,2112
206,69,1,Dagoberts große Schau,14.07.1980,250,3756
207,69,2,Dagoberts große Schau,01.01.1988,250,3757
208,70,2,Rund um die Welt mit Micky Maus,01.01.1988,250,3759
209,70,3,Rund um die Welt mit Micky Maus,01.01.1998,250,2113
210,70,1,Rund um die Welt mit Micky Maus,15.09.1980,250,3758
211,71,3,Die Geschäfte des Onkel Dagobert,01.01.1998,250,2114
212,71,1,Die Geschäfte des Onkel Dagobert,10.11.1980,250,3760
213,71,2,Die Geschäfte des Onkel Dagobert,01.01.1989,250,3761
214,72,3,Viel Lärm um Donald,01.01.1998,251,2115
215,72,1,Viel Lärm um Donald,12.01.1981,251,3762
216,72,2,Viel Lärm um Donald,01.01.1989,251,3763
217,73,3,Micky greift ein,01.01.1998,250,2116
218,73,1,Micky greift ein,09.03.1981,250,3764
219,73,2,Micky greift ein,01.01.1989,250,3765
220,74,3,Der Stolz der Familie,01.01.1998,250,2117
221,74,1,Der Stolz der Familie,11.05.1981,250,3766
222,74,2,Der Stolz der Familie,01.01.1989,250,3767
223,75,3,Ferien mit Phantomias,01.01.1998,250,2118
224,75,1,Ferien mit Phantomias,15.06.1981,250,3768
225,75,2,Ferien mit Phantomias,01.01.1988,250,3769
226,76,3,Ein Fall für Micky,01.01.1998,250,2119
227,76,1,Ein Fall für Micky,13.07.1981,250,3770
228,76,2,Ein Fall für Micky,01.01.1988,250,3771
229,77,3,"Gestatten, mein Name ist Duck!",01.01.1998,250,2120
230,77,1,"Gestatten, mein Name ist Duck!",14.09.1981,250,3773
231,77,2,"Gestatten, mein Name ist Duck!",01.01.1988,250,3774
232,78,3,Onkel Dagobert gibt sich die Ehre,01.01.1998,250,2121
233,78,1,Onkel Dagobert gibt sich die Ehre,09.11.1981,250,3775
234,78,2,Onkel Dagobert gibt sich die Ehre,01.01.1988,250,3776
235,79,3,Onkel Dagobert auf Talersafari,01.01.1998,250,2122
236,79,1,Onkel Dagobert auf Talersafari,11.01.1982,250,3777
237,79,2,Onkel Dagobert auf Talersafari,01.01.1988,250,3778
238,80,3,Fantastische Geschichten mit Micky,01.01.1998,250,2123
239,80,1,Fantastische Geschichten mit Micky,08.03.1982,250,3779
240,80,2,Fantastische Geschichten mit Micky,01.01.1988,250,3780
241,81,3,Donald im Rampenlicht,01.01.1998,250,2124
242,81,1,Donald im Rampenlicht,10.05.1982,250,3863
243,81,2,Donald im Rampenlicht,01.01.1988,250,3864
244,82,3,Donald vor! Noch ein Tor!,01.01.1998,251,2125
245,82,1,Donald vor! Noch ein Tor!,14.06.1982,251,3865
246,82,2,Donald vor! Noch ein Tor!,01.01.1988,251,3866
247,83,3,Phantomias bittet zum Tanz,01.01.1998,250,2126
248,83,1,Phantomias bittet zum Tanz,12.07.1982,250,3867
249,83,2,Phantomias bittet zum Tanz,01.01.1988,250,3868
250,84,3,Mit Volldampf ins Abenteuer,01.01.1998,250,2127
251,84,1,Mit Volldampf ins Abenteuer,13.09.1982,250,3869
252,84,2,Mit Volldampf ins Abenteuer,01.01.1988,250,3870
253,85,3,Ein Hoch auf Donald Duck,01.01.1998,250,2128
254,85,1,Ein Hoch auf Donald Duck,15.11.1982,250,3871
255,85,2,Ein Hoch auf Donald Duck,01.01.1988,250,3872
256,86,3,Aus dem Leben eines Milliardärs,01.01.1998,250,2129
257,86,1,Aus dem Leben eines Milliardärs,10.01.1983,250,3873
258,86,2,Aus dem Leben eines Milliardärs,01.01.1988,250,3874
259,87,3,Micky ist wieder da!,01.01.1998,250,2130
260,87,1,Micky ist wieder da!,14.03.1983,250,3875
261,87,2,Micky ist wieder da!,01.01.1988,250,3876
262,88,3,Donald sticht in See,01.01.1998,250,2131
263,88,1,Donald sticht in See,19.05.1983,250,3877
264,88,2,Donald sticht in See,01.01.1988,250,3878
265,89,3,Der Boß bin ich!,01.01.1998,250,2132
266,89,1,Der Boß bin ich!,13.06.1983,250,3879
267,89,2,Der Boß bin ich!,01.01.1988,250,3880
268,90,3,Mickys Mondfahrt,01.01.1998,250,2133
269,90,1,Mickys Mondfahrt,11.07.1983,250,3881
270,90,2,Mickys Mondfahrt,01.01.1989,250,3882
271,91,3,Der Weg zum Erfolg,01.01.1999,250,2134
272,91,1,Der Weg zum Erfolg,12.09.1983,250,3883
273,91,2,Der Weg zum Erfolg,01.01.1989,250,3884
274,92,3,Donalds bunte Welt,01.01.1999,250,2135
275,92,1,Donalds bunte Welt,14.11.1983,250,3885
276,92,2,Donalds bunte Welt,01.01.1989,250,3886
277,93,3,Die Macht des Goldes,01.01.1999,251,2136
278,93,1,Die Macht des Goldes,09.01.1984,251,3887
279,93,2,Die Macht des Goldes,01.01.1989,251,3888
280,94,2,Micky groß in Form,01.01.1989,250,3890
281,94,3,Micky groß in Form,01.01.1999,250,2137
282,94,1,Micky groß in Form,12.03.1984,250,3889
283,95,3,Onkel Dagobert erzählt,01.01.1999,251,2138
284,95,1,Onkel Dagobert erzählt,07.05.1984,251,3891
285,95,2,Onkel Dagobert erzählt,01.01.1989,251,3892
286,96,3,Donald bleibt auf Kurs,01.01.1999,250,2139
287,96,1,Donald bleibt auf Kurs,01.06.1984,250,3893
288,96,2,Donald bleibt auf Kurs,01.01.1989,250,3894
289,97,3,Olympisches Allerlei,01.01.1999,249,2140
290,97,1,Olympisches Allerlei,06.07.1984,249,3716
291,97,2,Olympisches Allerlei,01.01.1989,249,3717
292,98,3,Vorhang auf für Micky und Gamma,01.01.1999,250,2141
293,98,1,Vorhang auf für Micky und Gamma,03.08.1984,250,3718
294,98,2,Vorhang auf für Micky und Gamma,01.01.1989,250,3719
295,99,3,Onkel Dagobert schwimmt im Geld,01.01.1999,250,2142
296,99,1,Onkel Dagobert schwimmt im Geld,07.09.1984,250,3720
297,99,2,Onkel Dagobert schwimmt im Geld,01.01.1989,250,3721
298,100,3,Ein Fest für Donald,01.01.1999,250,2143
299,100,1,Ein Fest für Donald,09.11.1984,250,3722
300,100,2,Ein Fest für Donald,01.01.1989,250,3723
301,101,3,Dicke Luft im Hause Duck,01.01.1999,249,2145
302,101,1,Dicke Luft im Hause Duck,04.01.1985,249,3724
303,101,2,Dicke Luft im Hause Duck,01.01.1989,249,3725
304,102,3,"Du bist ein As, Phantomias!",01.01.1999,250,2146
305,102,1,"Du bist ein As, Phantomias!",22.02.1985,250,3726
306,102,2,"Du bist ein As, Phantomias!",01.01.1989,250,3727
307,103,3,Der Duck Clan,01.01.1999,250,2147
308,103,1,Der Duck Clan,04.04.1985,250,3728
309,103,2,Der Duck Clan,01.01.1989,250,3729
310,104,2,Dagobert das Finanzgenie,01.01.1989,250,3731
311,104,3,Dagobert das Finanzgenie,01.01.1999,250,2148
312,104,1,Dagobert das Finanzgenie,24.05.1985,250,3730
313,105,3,Ich bin die Nummer Eins,01.01.1999,250,2149
314,105,1,Ich bin die Nummer Eins,05.07.1985,250,3732
315,105,2,Ich bin die Nummer Eins,01.01.1989,250,3733
316,106,3,Donald der Tausendsassa,01.01.1999,250,2150
317,106,1,Donald der Tausendsassa,23.08.1985,250,3734
318,106,2,Donald der Tausendsassa,01.01.1989,250,3735
319,107,3,Wer zuletzt lacht...,01.01.1999,250,2151
320,107,1,Wer zuletzt lacht...,11.10.1985,250,3736
321,107,2,Wer zuletzt lacht...,01.01.1989,250,3737
322,108,2,Donald ist im Bilde,01.01.1989,249,3739
323,108,3,Donald ist im Bilde,01.01.1999,249,2152
324,108,1,Donald ist im Bilde,29.11.1985,249,3738
